"DEMFAM001","CO00SCR001","OPERACIÓN",0,"FLAG","co.com.experian.omnia.motorcrts.core.funciones.Flag"
"NUMFAM017","CO01ACP038RO","TIPO SUSCRIPTOR",9,"POBLACION","*"
"NUMFAM017","CO01ACP038RO","LISTA SUSCRIPTORES",10,"TODOS","*"
"NUMFAM017","CO01ACP038TC_NSCR","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"NUMFAM017","CO01ACP038TC_NSCR","ESTADO",2,"CERRADA","Cerrada"
"NUMFAM017","CO01ACP038TC_NSCR","MADURACIÓN",3,"MADURACION ENTRE EL 0% Y EL 25%",">=0y<=25"
"NUMFAM017","CO01ACP038TC_NSCR","SALDO",4,"*","*"
"NUMFAM017","CO01ACP038TC_NSCR","SALDO MORA",5,"*","*"
"NUMFAM017","CO01ACP038TC_NSCR","CUOTA",6,"*","*"
"NUMFAM017","CO01ACP038TC_NSCR","CUPO",7,"*","*"
"NUMFAM017","CO01ACP038TC_NSCR","PORTAFOLIO",8,"TARJETAS DE CREDITO","TC_NSCR"
"NUMFAM017","CO01ACP038TC_NSCR","TIPO SUSCRIPTOR",9,"POBLACION","*"
"NUMFAM017","CO01ACP038TC_NSCR","LISTA SUSCRIPTORES",10,"TODOS","*"
"NUMFAM017","CO01ACP038VE","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"NUMFAM017","CO01ACP038VE","ESTADO",2,"CERRADA","Cerrada"
"NUMFAM017","CO01ACP038VE","MADURACIÓN",3,"MADURACION ENTRE EL 0% Y EL 25%",">=0y<=25"
"NUMFAM017","CO01ACP038VE","SALDO",4,"*","*"
"NUMFAM017","CO01ACP038VE","SALDO MORA",5,"*","*"
"NUMFAM017","CO01ACP038VE","CUOTA",6,"*","*"
"NUMFAM017","CO01ACP038VE","CUPO",7,"*","*"
"NUMFAM017","CO01ACP038VE","PORTAFOLIO",8,"VEHICULOS (VE)","VE"
"NUMFAM017","CO01ACP038VE","TIPO SUSCRIPTOR",9,"POBLACION","*"
"NUMFAM017","CO01ACP038VE","LISTA SUSCRIPTORES",10,"TODOS","*"
"NUMFAM017","CO01ACP039AH","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"NUMFAM017","CO01ACP039AH","ESTADO",2,"CERRADA","Cerrada"
"NUMFAM017","CO01ACP039AH","MADURACIÓN",3,"MADURACION ENTRE EL 25% Y EL 50%",">25y<=50"
"NUMFAM017","CO01ACP039AH","SALDO",4,"*","*"
"NUMFAM017","CO01ACP039AH","SALDO MORA",5,"*","*"
"NUMFAM017","CO01ACP039AH","CUOTA",6,"*","*"
"NUMFAM017","CO01ACP039AH","CUPO",7,"*","*"
"NUMFAM017","CO01ACP039AH","PORTAFOLIO",8,"CUENTAS DE AHORROS (AH)","AH"
"NUMFAM017","CO01ACP039AH","TIPO SUSCRIPTOR",9,"POBLACION","*"
"NUMFAM017","CO01ACP039AH","LISTA SUSCRIPTORES",10,"TODOS","*"
"NUMFAM017","CO01ACP039CC","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"NUMFAM017","CO01ACP039CC","ESTADO",2,"CERRADA","Cerrada"
"NUMFAM017","CO01ACP039CC","MADURACIÓN",3,"MADURACION ENTRE EL 25% Y EL 50%",">25y<=50"
"NUMFAM017","CO01ACP039CC","SALDO",4,"*","*"
"NUMFAM017","CO01ACP039CC","SALDO MORA",5,"*","*"
"NUMFAM017","CO01ACP039CC","CUOTA",6,"*","*"
"NUMFAM017","CO01ACP039CC","CUPO",7,"*","*"
"NUMFAM017","CO01ACP039CC","PORTAFOLIO",8,"CARTERA COMUNICACIONES (CC)","CC"
"NUMFAM017","CO01ACP039CC","TIPO SUSCRIPTOR",9,"POBLACION","*"
"NUMFAM017","CO01ACP039CC","LISTA SUSCRIPTORES",10,"TODOS","*"
"NUMFAM017","CO01ACP039CC_NSCR","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"NUMFAM017","CO01ACP039CC_NSCR","ESTADO",2,"CERRADA","Cerrada"
"NUMFAM017","CO01ACP039CC_NSCR","MADURACIÓN",3,"MADURACION ENTRE EL 25% Y EL 50%",">25y<=50"
"NUMFAM017","CO01ACP039CC_NSCR","SALDO",4,"*","*"
"NUMFAM017","CO01ACP039CC_NSCR","SALDO MORA",5,"*","*"
"NUMFAM017","CO01ACP039CC_NSCR","CUOTA",6,"*","*"
"NUMFAM017","CO01ACP039CC_NSCR","CUPO",7,"*","*"
"NUMFAM017","CO01ACP039CC_NSCR","PORTAFOLIO",8,"TELECOMUNICACIONES","CC_NSCR"
"NUMFAM017","CO01ACP039CC_NSCR","TIPO SUSCRIPTOR",9,"POBLACION","*"
"NUMFAM017","CO01ACP039CC_NSCR","LISTA SUSCRIPTORES",10,"TODOS","*"
"NUMFAM017","CO01ACP039CO","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"NUMFAM017","CO01ACP039CO","ESTADO",2,"CERRADA","Cerrada"
"NUMFAM017","CO01ACP039CO","MADURACIÓN",3,"MADURACION ENTRE EL 25% Y EL 50%",">25y<=50"
"NUMFAM017","CO01ACP039CO","SALDO",4,"*","*"
"NUMFAM017","CO01ACP039CO","SALDO MORA",5,"*","*"
"NUMFAM017","CO01ACP039CO","CUOTA",6,"*","*"
"NUMFAM017","CO01ACP039CO","CUPO",7,"*","*"
"NUMFAM017","CO01ACP039CO","PORTAFOLIO",8,"CODEUDOR (CO)","CO"
"NUMFAM017","CO01ACP039CO","TIPO SUSCRIPTOR",9,"POBLACION","*"
"NUMFAM017","CO01ACP039CO","LISTA SUSCRIPTORES",10,"TODOS","*"
"NUMFAM017","CO01ACP039CT","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"NUMFAM017","CO01ACP039CT","ESTADO",2,"CERRADA","Cerrada"
"NUMFAM017","CO01ACP039CT","MADURACIÓN",3,"MADURACION ENTRE EL 25% Y EL 50%",">25y<=50"
"NUMFAM017","CO01ACP039CT","SALDO",4,"*","*"
"NUMFAM017","CO01ACP039CT","SALDO MORA",5,"*","*"
"NUMFAM017","CO01ACP039CT","CUOTA",6,"*","*"
"NUMFAM017","CO01ACP039CT","CUPO",7,"*","*"
"NUMFAM017","CO01ACP039CT","PORTAFOLIO",8,"CUENTAS CORRIENTES (CT)","CT"
"NUMFAM017","CO01ACP039CT","TIPO SUSCRIPTOR",9,"POBLACION","*"
"NUMFAM017","CO01ACP039CT","LISTA SUSCRIPTORES",10,"TODOS","*"
"NUMFAM017","CO01ACP039HP","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"NUMFAM017","CO01ACP039HP","ESTADO",2,"CERRADA","Cerrada"
"NUMFAM017","CO01ACP039HP","MADURACIÓN",3,"MADURACION ENTRE EL 25% Y EL 50%",">25y<=50"
"NUMFAM017","CO01ACP039HP","SALDO",4,"*","*"
"NUMFAM017","CO01ACP039HP","SALDO MORA",5,"*","*"
"NUMFAM017","CO01ACP039HP","CUOTA",6,"*","*"
"NUMFAM017","CO01ACP039HP","CUPO",7,"*","*"
"NUMFAM017","CO01ACP039HP","PORTAFOLIO",8,"HIPOTECARIO (HP)","HP"
"NUMFAM017","CO01ACP039HP","TIPO SUSCRIPTOR",9,"POBLACION","*"
"NUMFAM017","CO01ACP039HP","LISTA SUSCRIPTORES",10,"TODOS","*"
"NUMFAM017","CO01ACP039IN","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"NUMFAM017","CO01ACP039IN","ESTADO",2,"CERRADA","Cerrada"
"NUMFAM017","CO01ACP039IN","MADURACIÓN",3,"MADURACION ENTRE EL 25% Y EL 50%",">25y<=50"
"NUMFAM017","CO01ACP039IN","SALDO",4,"*","*"
"NUMFAM017","CO01ACP039IN","SALDO MORA",5,"*","*"
"NUMFAM017","CO01ACP039IN","CUOTA",6,"*","*"
"NUMFAM017","CO01ACP039IN","CUPO",7,"*","*"
"NUMFAM017","CO01ACP039IN","PORTAFOLIO",8,"INSTALAMENTOS (IN)","IN"
"NUMFAM017","CO01ACP039IN","TIPO SUSCRIPTOR",9,"POBLACION","*"
"NUMFAM017","CO01ACP039IN","LISTA SUSCRIPTORES",10,"TODOS","*"
"NUMFAM017","CO01ACP039OT","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"NUMFAM017","CO01ACP039OT","ESTADO",2,"CERRADA","Cerrada"
"NUMFAM017","CO01ACP039OT","MADURACIÓN",3,"MADURACION ENTRE EL 25% Y EL 50%",">25y<=50"
"NUMFAM017","CO01ACP039OT","SALDO",4,"*","*"
"NUMFAM017","CO01ACP039OT","SALDO MORA",5,"*","*"
"NUMFAM017","CO01ACP039OT","CUOTA",6,"*","*"
"NUMFAM017","CO01ACP039OT","CUPO",7,"*","*"
"NUMFAM017","CO01ACP039OT","PORTAFOLIO",8,"OTROS (OT)","OT"
"NUMFAM017","CO01ACP039OT","TIPO SUSCRIPTOR",9,"POBLACION","*"
"NUMFAM017","CO01ACP039OT","LISTA SUSCRIPTORES",10,"TODOS","*"
"NUMFAM017","CO01ACP039RO","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"NUMFAM017","CO01ACP039RO","ESTADO",2,"CERRADA","Cerrada"
"NUMFAM017","CO01ACP039RO","MADURACIÓN",3,"MADURACION ENTRE EL 25% Y EL 50%",">25y<=50"
"NUMFAM017","CO01ACP039RO","SALDO",4,"*","*"
"NUMFAM017","CO01ACP039RO","SALDO MORA",5,"*","*"
"NUMFAM017","CO01ACP039RO","CUOTA",6,"*","*"
"NUMFAM017","CO01ACP039RO","CUPO",7,"*","*"
"NUMFAM017","CO01ACP039RO","PORTAFOLIO",8,"ROTATIVO (RO)","RO"
"NUMFAM017","CO01ACP039RO","TIPO SUSCRIPTOR",9,"POBLACION","*"
"NUMFAM017","CO01ACP039RO","LISTA SUSCRIPTORES",10,"TODOS","*"
"NUMFAM017","CO01ACP039TC_NSCR","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"NUMFAM017","CO01ACP039TC_NSCR","ESTADO",2,"CERRADA","Cerrada"
"NUMFAM017","CO01ACP039TC_NSCR","MADURACIÓN",3,"MADURACION ENTRE EL 25% Y EL 50%",">25y<=50"
"NUMFAM017","CO01ACP039TC_NSCR","SALDO",4,"*","*"
"NUMFAM017","CO01ACP039TC_NSCR","SALDO MORA",5,"*","*"
"NUMFAM017","CO01ACP039TC_NSCR","CUOTA",6,"*","*"
"NUMFAM017","CO01ACP039TC_NSCR","CUPO",7,"*","*"
"NUMFAM017","CO01ACP039TC_NSCR","PORTAFOLIO",8,"TARJETAS DE CREDITO","TC_NSCR"
"NUMFAM017","CO01ACP039TC_NSCR","TIPO SUSCRIPTOR",9,"POBLACION","*"
"NUMFAM017","CO01ACP039TC_NSCR","LISTA SUSCRIPTORES",10,"TODOS","*"
"NUMFAM017","CO01ACP039VE","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"NUMFAM017","CO01ACP039VE","ESTADO",2,"CERRADA","Cerrada"
"NUMFAM017","CO01ACP039VE","MADURACIÓN",3,"MADURACION ENTRE EL 25% Y EL 50%",">25y<=50"
"NUMFAM017","CO01ACP039VE","SALDO",4,"*","*"
"NUMFAM017","CO01ACP039VE","SALDO MORA",5,"*","*"
"NUMFAM017","CO01ACP039VE","CUOTA",6,"*","*"
"NUMFAM017","CO01ACP039VE","CUPO",7,"*","*"
"NUMFAM017","CO01ACP039VE","PORTAFOLIO",8,"VEHICULOS (VE)","VE"
"NUMFAM017","CO01ACP039VE","TIPO SUSCRIPTOR",9,"POBLACION","*"
"NUMFAM017","CO01ACP039VE","LISTA SUSCRIPTORES",10,"TODOS","*"
"NUMFAM017","CO01ACP040AH","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"NUMFAM017","CO01ACP040AH","ESTADO",2,"CERRADA","Cerrada"
"NUMFAM017","CO01ACP040AH","MADURACIÓN",3,"MADURACION ENTRE EL 50% Y EL 75%",">50y<=75"
"NUMFAM017","CO01ACP040AH","SALDO",4,"*","*"
"NUMFAM017","CO01ACP040AH","SALDO MORA",5,"*","*"
"NUMFAM017","CO01ACP040AH","CUOTA",6,"*","*"
"NUMFAM017","CO01ACP040AH","CUPO",7,"*","*"
"NUMFAM017","CO01ACP040AH","PORTAFOLIO",8,"CUENTAS DE AHORROS (AH)","AH"
"NUMFAM017","CO01ACP040AH","TIPO SUSCRIPTOR",9,"POBLACION","*"
"NUMFAM017","CO01ACP040AH","LISTA SUSCRIPTORES",10,"TODOS","*"
"NUMFAM017","CO01ACP040CC","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"NUMFAM017","CO01ACP040CC","ESTADO",2,"CERRADA","Cerrada"
"NUMFAM017","CO01ACP040CC","MADURACIÓN",3,"MADURACION ENTRE EL 50% Y EL 75%",">50y<=75"
"NUMFAM017","CO01ACP040CC","SALDO",4,"*","*"
"NUMFAM017","CO01ACP040CC","SALDO MORA",5,"*","*"
"NUMFAM017","CO01ACP040CC","CUOTA",6,"*","*"
"NUMFAM017","CO01ACP040CC","CUPO",7,"*","*"
"NUMFAM017","CO01ACP040CC","PORTAFOLIO",8,"CARTERA COMUNICACIONES (CC)","CC"
"NUMFAM017","CO01ACP040CC","TIPO SUSCRIPTOR",9,"POBLACION","*"
"NUMFAM017","CO01ACP040CC","LISTA SUSCRIPTORES",10,"TODOS","*"
"NUMFAM017","CO01ACP040CO","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"NUMFAM017","CO01ACP040CO","ESTADO",2,"CERRADA","Cerrada"
"NUMFAM017","CO01ACP040CO","MADURACIÓN",3,"MADURACION ENTRE EL 50% Y EL 75%",">50y<=75"
"NUMFAM017","CO01ACP040CO","SALDO",4,"*","*"
"NUMFAM017","CO01ACP040CO","SALDO MORA",5,"*","*"
"NUMFAM017","CO01ACP040CO","CUOTA",6,"*","*"
"NUMFAM017","CO01ACP040CO","CUPO",7,"*","*"
"NUMFAM017","CO01ACP040CO","PORTAFOLIO",8,"CODEUDOR (CO)","CO"
"NUMFAM017","CO01ACP040CO","TIPO SUSCRIPTOR",9,"POBLACION","*"
"NUMFAM017","CO01ACP040CO","LISTA SUSCRIPTORES",10,"TODOS","*"
"NUMFAM017","CO01ACP040CT","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"NUMFAM017","CO01ACP040CT","ESTADO",2,"CERRADA","Cerrada"
"NUMFAM017","CO01ACP040CT","MADURACIÓN",3,"MADURACION ENTRE EL 50% Y EL 75%",">50y<=75"
"NUMFAM017","CO01ACP040CT","SALDO",4,"*","*"
"NUMFAM017","CO01ACP040CT","SALDO MORA",5,"*","*"
"NUMFAM017","CO01ACP040CT","CUOTA",6,"*","*"
"NUMFAM017","CO01ACP040CT","CUPO",7,"*","*"
"NUMFAM017","CO01ACP040CT","PORTAFOLIO",8,"CUENTAS CORRIENTES (CT)","CT"
"NUMFAM017","CO01ACP040CT","TIPO SUSCRIPTOR",9,"POBLACION","*"
"NUMFAM017","CO01ACP040CT","LISTA SUSCRIPTORES",10,"TODOS","*"
"NUMFAM017","CO01ACP040HP","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"NUMFAM017","CO01ACP040HP","ESTADO",2,"CERRADA","Cerrada"
"NUMFAM017","CO01ACP040HP","MADURACIÓN",3,"MADURACION ENTRE EL 50% Y EL 75%",">50y<=75"
"NUMFAM017","CO01ACP040HP","SALDO",4,"*","*"
"NUMFAM017","CO01ACP040HP","SALDO MORA",5,"*","*"
"NUMFAM017","CO01ACP040HP","CUOTA",6,"*","*"
"NUMFAM017","CO01ACP040HP","CUPO",7,"*","*"
"NUMFAM017","CO01ACP040HP","PORTAFOLIO",8,"HIPOTECARIO (HP)","HP"
"NUMFAM017","CO01ACP040HP","TIPO SUSCRIPTOR",9,"POBLACION","*"
"NUMFAM017","CO01ACP040HP","LISTA SUSCRIPTORES",10,"TODOS","*"
"NUMFAM017","CO01ACP040IN","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"NUMFAM017","CO01ACP040IN","ESTADO",2,"CERRADA","Cerrada"
"NUMFAM017","CO01ACP040IN","MADURACIÓN",3,"MADURACION ENTRE EL 50% Y EL 75%",">50y<=75"
"NUMFAM017","CO01ACP040IN","SALDO",4,"*","*"
"NUMFAM017","CO01ACP040IN","SALDO MORA",5,"*","*"
"NUMFAM017","CO01ACP040IN","CUOTA",6,"*","*"
"NUMFAM017","CO01ACP040IN","CUPO",7,"*","*"
"NUMFAM017","CO01ACP040IN","PORTAFOLIO",8,"INSTALAMENTOS (IN)","IN"
"NUMFAM017","CO01ACP040IN","TIPO SUSCRIPTOR",9,"POBLACION","*"
"NUMFAM017","CO01ACP040IN","LISTA SUSCRIPTORES",10,"TODOS","*"
"NUMFAM017","CO01ACP040OT","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"NUMFAM017","CO01ACP040OT","ESTADO",2,"CERRADA","Cerrada"
"NUMFAM017","CO01ACP040OT","MADURACIÓN",3,"MADURACION ENTRE EL 50% Y EL 75%",">50y<=75"
"NUMFAM017","CO01ACP040OT","SALDO",4,"*","*"
"NUMFAM017","CO01ACP040OT","SALDO MORA",5,"*","*"
"NUMFAM017","CO01ACP040OT","CUOTA",6,"*","*"
"NUMFAM017","CO01ACP040OT","CUPO",7,"*","*"
"NUMFAM017","CO01ACP040OT","PORTAFOLIO",8,"OTROS (OT)","OT"
"NUMFAM017","CO01ACP040OT","TIPO SUSCRIPTOR",9,"POBLACION","*"
"NUMFAM017","CO01ACP040OT","LISTA SUSCRIPTORES",10,"TODOS","*"
"NUMFAM017","CO01ACP040RO","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"NUMFAM017","CO01ACP040RO","ESTADO",2,"CERRADA","Cerrada"
"NUMFAM017","CO01ACP040RO","MADURACIÓN",3,"MADURACION ENTRE EL 50% Y EL 75%",">50y<=75"
"NUMFAM017","CO01ACP040RO","SALDO",4,"*","*"
"NUMFAM017","CO01ACP040RO","SALDO MORA",5,"*","*"
"NUMFAM017","CO01ACP040RO","CUOTA",6,"*","*"
"NUMFAM017","CO01ACP040RO","CUPO",7,"*","*"
"NUMFAM017","CO01ACP040RO","PORTAFOLIO",8,"ROTATIVO (RO)","RO"
"NUMFAM017","CO01ACP040RO","TIPO SUSCRIPTOR",9,"POBLACION","*"
"NUMFAM017","CO01ACP040RO","LISTA SUSCRIPTORES",10,"TODOS","*"
"NUMFAM017","CO01ACP040VE","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"NUMFAM017","CO01ACP040VE","ESTADO",2,"CERRADA","Cerrada"
"NUMFAM017","CO01ACP040VE","MADURACIÓN",3,"MADURACION ENTRE EL 50% Y EL 75%",">50y<=75"
"NUMFAM017","CO01ACP040VE","SALDO",4,"*","*"
"NUMFAM017","CO01ACP040VE","SALDO MORA",5,"*","*"
"NUMFAM017","CO01ACP040VE","CUOTA",6,"*","*"
"NUMFAM017","CO01ACP040VE","CUPO",7,"*","*"
"NUMFAM017","CO01ACP040VE","PORTAFOLIO",8,"VEHICULOS (VE)","VE"
"NUMFAM017","CO01ACP040VE","TIPO SUSCRIPTOR",9,"POBLACION","*"
"NUMFAM017","CO01ACP040VE","LISTA SUSCRIPTORES",10,"TODOS","*"
"NUMFAM017","CO01ACP041AH","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"NUMFAM017","CO01ACP041AH","ESTADO",2,"CERRADA","Cerrada"
"NUMFAM017","CO01ACP041AH","MADURACIÓN",3,"MADURACION ENTRE EL 75% Y EL 100%",">75y<=100"
"NUMFAM017","CO01ACP041AH","SALDO",4,"*","*"
"NUMFAM017","CO01ACP041AH","SALDO MORA",5,"*","*"
"NUMFAM017","CO01ACP041AH","CUOTA",6,"*","*"
"NUMFAM017","CO01ACP041AH","CUPO",7,"*","*"
"NUMFAM017","CO01ACP041AH","PORTAFOLIO",8,"CUENTAS DE AHORROS (AH)","AH"
"NUMFAM017","CO01ACP041AH","TIPO SUSCRIPTOR",9,"POBLACION","*"
"NUMFAM017","CO01ACP041AH","LISTA SUSCRIPTORES",10,"TODOS","*"
"NUMFAM017","CO01ACP041CC","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"NUMFAM017","CO01ACP041CC","ESTADO",2,"CERRADA","Cerrada"
"NUMFAM017","CO01ACP041CC","MADURACIÓN",3,"MADURACION ENTRE EL 75% Y EL 100%",">75y<=100"
"NUMFAM017","CO01ACP041CC","SALDO",4,"*","*"
"NUMFAM017","CO01ACP041CC","SALDO MORA",5,"*","*"
"NUMFAM017","CO01ACP041CC","CUOTA",6,"*","*"
"NUMFAM017","CO01ACP041CC","CUPO",7,"*","*"
"NUMFAM017","CO01ACP041CC","PORTAFOLIO",8,"CARTERA COMUNICACIONES (CC)","CC"
"NUMFAM017","CO01ACP041CC","TIPO SUSCRIPTOR",9,"POBLACION","*"
"NUMFAM017","CO01ACP041CC","LISTA SUSCRIPTORES",10,"TODOS","*"
"NUMFAM017","CO01ACP041CO","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"NUMFAM017","CO01ACP041CO","ESTADO",2,"CERRADA","Cerrada"
"NUMFAM017","CO01ACP041CO","MADURACIÓN",3,"MADURACION ENTRE EL 75% Y EL 100%",">75y<=100"
"NUMFAM017","CO01ACP041CO","SALDO",4,"*","*"
"NUMFAM017","CO01ACP041CO","SALDO MORA",5,"*","*"
"NUMFAM017","CO01ACP041CO","CUOTA",6,"*","*"
"NUMFAM017","CO01ACP041CO","CUPO",7,"*","*"
"NUMFAM017","CO01ACP041CO","PORTAFOLIO",8,"CODEUDOR (CO)","CO"
"NUMFAM017","CO01ACP041CO","TIPO SUSCRIPTOR",9,"POBLACION","*"
"NUMFAM017","CO01ACP041CO","LISTA SUSCRIPTORES",10,"TODOS","*"
"NUMFAM017","CO01ACP041CT","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"NUMFAM017","CO01ACP041CT","ESTADO",2,"CERRADA","Cerrada"
"NUMFAM017","CO01ACP041CT","MADURACIÓN",3,"MADURACION ENTRE EL 75% Y EL 100%",">75y<=100"
"NUMFAM017","CO01ACP041CT","SALDO",4,"*","*"
"NUMFAM017","CO01ACP041CT","SALDO MORA",5,"*","*"
"NUMFAM017","CO01ACP041CT","CUOTA",6,"*","*"
"NUMFAM017","CO01ACP041CT","CUPO",7,"*","*"
"NUMFAM017","CO01ACP041CT","PORTAFOLIO",8,"CUENTAS CORRIENTES (CT)","CT"
"NUMFAM017","CO01ACP041CT","TIPO SUSCRIPTOR",9,"POBLACION","*"
"NUMFAM017","CO01ACP041CT","LISTA SUSCRIPTORES",10,"TODOS","*"
"NUMFAM017","CO01ACP041HP","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"NUMFAM017","CO01ACP041HP","ESTADO",2,"CERRADA","Cerrada"
"NUMFAM017","CO01ACP041HP","MADURACIÓN",3,"MADURACION ENTRE EL 75% Y EL 100%",">75y<=100"
"NUMFAM017","CO01ACP041HP","SALDO",4,"*","*"
"NUMFAM017","CO01ACP041HP","SALDO MORA",5,"*","*"
"NUMFAM017","CO01ACP041HP","CUOTA",6,"*","*"
"NUMFAM017","CO01ACP041HP","CUPO",7,"*","*"
"NUMFAM017","CO01ACP041HP","PORTAFOLIO",8,"HIPOTECARIO (HP)","HP"
"NUMFAM017","CO01ACP041HP","TIPO SUSCRIPTOR",9,"POBLACION","*"
"NUMFAM017","CO01ACP041HP","LISTA SUSCRIPTORES",10,"TODOS","*"
"NUMFAM017","CO01ACP041IN","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"NUMFAM017","CO01ACP041IN","ESTADO",2,"CERRADA","Cerrada"
"NUMFAM017","CO01ACP041IN","MADURACIÓN",3,"MADURACION ENTRE EL 75% Y EL 100%",">75y<=100"
"NUMFAM017","CO01ACP041IN","SALDO",4,"*","*"
"NUMFAM017","CO01ACP041IN","SALDO MORA",5,"*","*"
"NUMFAM017","CO01ACP041IN","CUOTA",6,"*","*"
"NUMFAM017","CO01ACP041IN","CUPO",7,"*","*"
"NUMFAM017","CO01ACP041IN","PORTAFOLIO",8,"INSTALAMENTOS (IN)","IN"
"NUMFAM017","CO01ACP041IN","TIPO SUSCRIPTOR",9,"POBLACION","*"
"NUMFAM017","CO01ACP041IN","LISTA SUSCRIPTORES",10,"TODOS","*"
"NUMFAM017","CO01ACP041OT","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"NUMFAM017","CO01ACP041OT","ESTADO",2,"CERRADA","Cerrada"
"NUMFAM017","CO01ACP041OT","MADURACIÓN",3,"MADURACION ENTRE EL 75% Y EL 100%",">75y<=100"
"NUMFAM017","CO01ACP041OT","SALDO",4,"*","*"
"NUMFAM017","CO01ACP041OT","SALDO MORA",5,"*","*"
"NUMFAM017","CO01ACP041OT","CUOTA",6,"*","*"
"NUMFAM017","CO01ACP041OT","CUPO",7,"*","*"
"NUMFAM017","CO01ACP041OT","PORTAFOLIO",8,"OTROS (OT)","OT"
"NUMFAM017","CO01ACP041OT","TIPO SUSCRIPTOR",9,"POBLACION","*"
"NUMFAM017","CO01ACP041OT","LISTA SUSCRIPTORES",10,"TODOS","*"
"NUMFAM017","CO01ACP041RO","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"NUMFAM017","CO01ACP041RO","ESTADO",2,"CERRADA","Cerrada"
"NUMFAM017","CO01ACP041RO","MADURACIÓN",3,"MADURACION ENTRE EL 75% Y EL 100%",">75y<=100"
"NUMFAM017","CO01ACP041RO","SALDO",4,"*","*"
"NUMFAM017","CO01ACP041RO","SALDO MORA",5,"*","*"
"NUMFAM017","CO01ACP041RO","CUOTA",6,"*","*"
"NUMFAM017","CO01ACP041RO","CUPO",7,"*","*"
"NUMFAM017","CO01ACP041RO","PORTAFOLIO",8,"ROTATIVO (RO)","RO"
"NUMFAM017","CO01ACP041RO","TIPO SUSCRIPTOR",9,"POBLACION","*"
"NUMFAM017","CO01ACP041RO","LISTA SUSCRIPTORES",10,"TODOS","*"
"NUMFAM017","CO01ACP041TC_NSCR","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"NUMFAM017","CO01ACP041TC_NSCR","ESTADO",2,"CERRADA","Cerrada"
"NUMFAM017","CO01ACP041TC_NSCR","MADURACIÓN",3,"MADURACION ENTRE EL 75% Y EL 100%",">75y<=100"
"NUMFAM017","CO01ACP041TC_NSCR","SALDO",4,"*","*"
"NUMFAM017","CO01ACP041TC_NSCR","SALDO MORA",5,"*","*"
"NUMFAM017","CO01ACP041TC_NSCR","CUOTA",6,"*","*"
"NUMFAM017","CO01ACP041TC_NSCR","CUPO",7,"*","*"
"NUMFAM017","CO01ACP041TC_NSCR","PORTAFOLIO",8,"TARJETAS DE CREDITO","TC_NSCR"
